station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
8,2014-03-31,82.0,56.0,69.0,9.0,36.0,52.0,0.0,4.0,622.0,1848.0,0.0,0.0,29.61,29.8,9.8,19.0,8.0
9,2014-03-31,57.0,30.0,44.0,9.0,37.0,42.0,21.0,0.0,622.0,1848.0,0.0,0.01,28.77,29.57,11.3,14.0,12.4
10,2014-03-31,77.0,50.0,64.0,9.0,42.0,53.0,1.0,0.0,618.0,1845.0,0.0,0.0,30.09,30.12,1.1,10.0,6.2
11,2014-03-31,76.0,41.0,59.0,-5.0,43.0,51.0,6.0,0.0,617.0,1845.0,0.0,0.0,30.08,30.12,1.4,13.0,3.1
12,2014-03-31,74.0,46.0,60.0,-5.0,45.0,52.0,5.0,0.0,617.0,1845.0,0.0,0.0,30.08,30.13,1.5,10.0,3.4
13,2014-03-31,53.0,34.0,44.0,-5.0,13.0,32.0,21.0,0.0,617.0,1845.0,0.0,0.0,24.08,29.78,8.2,32.0,15.5
14,2014-03-31,86.0,57.0,72.0,16.0,37.0,53.0,0.0,7.0,619.0,1850.0,0.0,0.0,28.45,29.79,9.0,19.0,17.8
15,2014-03-31,42.0,32.0,37.0,-2.0,29.0,33.0,28.0,0.0,530.0,1811.0,0.0,0.47,29.47,29.89,10.5,33.0,11.3
16,2014-03-31,41.0,33.0,37.0,-2.0,30.0,34.0,28.0,0.0,530.0,1811.0,0.0,0.58,29.7,29.84,11.9,36.0,12.1
17,2014-03-31,78.0,53.0,66.0,-2.0,47.0,55.0,0.0,1.0,530.0,1811.0,0.0,0.02,29.18,29.87,10.6,18.0,13.2
18,2014-03-31,81.0,58.0,70.0,7.0,53.0,59.0,0.0,5.0,617.0,1846.0,0.0,0.0,29.36,29.89,15.9,18.0,16.4
19,2014-03-31,58.0,34.0,46.0,6.0,33.0,41.0,19.0,0.0,536.0,1815.0,0.0,0.0,29.08,29.88,13.0,15.0,13.4
20,2014-03-31,81.0,58.0,70.0,6.0,54.0,60.0,0.0,5.0,536.0,1815.0,0.0,0.0,29.16,29.89,11.4,17.0,11.9
1,2014-04-01,55.0,32.0,44.0,6.0,26.0,36.0,21.0,0.0,536.0,1815.0,0.0,0.0,29.88,30.06,3.9,3.0,6.3
2,2014-04-01,54.0,29.0,42.0,2.0,27.0,35.0,23.0,0.0,531.0,1813.0,0.0,0.0,28.92,30.05,3.4,36.0,7.7
3,2014-04-01,58.0,44.0,51.0,-6.0,36.0,44.0,14.0,0.0,610.0,1844.0,0.0,0.0,29.23,29.96,9.2,2.0,9.5
4,2014-04-01,86.0,66.0,76.0,10.0,64.0,68.0,0.0,11.0,621.0,1849.0,0.0,0.0,29.21,29.89,8.0,16.0,8.1
5,2014-04-01,86.0,66.0,76.0,10.0,26.0,68.0,0.0,11.0,528.0,1810.0,0.0,0.0,29.21,30.06,5.9,3.0,8.1
6,2014-04-01,87.0,67.0,77.0,13.0,66.0,69.0,0.0,12.0,620.0,1849.0,0.0,0.0,29.37,29.88,13.0,17.0,12.6
7,2014-04-01,64.0,48.0,56.0,13.0,34.0,45.0,9.0,0.0,620.0,1849.0,0.0,0.0,28.53,29.92,12.3,5.0,12.3
8,2014-04-01,85.0,68.0,77.0,13.0,69.0,71.0,0.0,12.0,620.0,1849.0,0.0,0.0,29.57,29.92,8.4,16.0,8.2
9,2014-04-01,38.0,20.0,29.0,13.0,20.0,26.0,36.0,0.0,620.0,1849.0,0.0,0.0,29.18,29.91,13.8,29.0,14.4
10,2014-04-01,83.0,54.0,29.0,13.0,48.0,57.0,36.0,0.0,616.0,1845.0,0.0,0.0,30.12,30.15,4.6,16.0,6.9
11,2014-04-01,82.0,45.0,64.0,0.0,46.0,54.0,1.0,0.0,616.0,1846.0,0.0,0.0,30.11,30.15,2.1,16.0,3.6
12,2014-04-01,81.0,49.0,65.0,0.0,47.0,56.0,0.0,0.0,616.0,1846.0,0.0,0.0,30.11,30.15,2.7,14.0,4.9
13,2014-04-01,58.0,31.0,45.0,0.0,20.0,34.0,20.0,0.0,616.0,1846.0,0.0,0.0,23.97,29.72,5.2,18.0,12.6
14,2014-04-01,68.0,50.0,59.0,3.0,37.0,48.0,6.0,0.0,617.0,1851.0,0.0,0.0,28.51,29.9,11.8,5.0,12.3
15,2014-04-01,55.0,30.0,43.0,4.0,26.0,35.0,22.0,0.0,529.0,1812.0,0.0,0.0,29.66,30.06,4.0,33.0,6.6
16,2014-04-01,50.0,31.0,41.0,4.0,27.0,35.0,24.0,0.0,529.0,1812.0,0.0,0.0,29.91,30.03,5.4,2.0,8.1
17,2014-04-01,62.0,47.0,55.0,4.0,35.0,45.0,10.0,0.0,529.0,1812.0,0.0,0.0,29.28,29.98,8.5,3.0,8.3
18,2014-04-01,85.0,65.0,75.0,12.0,61.0,66.0,0.0,10.0,616.0,1847.0,0.0,0.0,29.36,29.88,14.7,17.0,14.7
19,2014-04-01,53.0,30.0,42.0,2.0,24.0,33.0,23.0,0.0,534.0,1816.0,0.0,0.0,29.15,29.86,15.0,25.0,15.4
20,2014-04-01,84.0,66.0,75.0,2.0,62.0,66.0,0.0,10.0,534.0,1816.0,0.0,0.0,29.17,29.88,10.7,16.0,11.0
1,2014-04-02,54.0,28.0,41.0,2.0,29.0,36.0,24.0,0.0,534.0,1816.0,0.0,0.0,29.93,30.09,3.0,6.0,3.2
2,2014-04-02,55.0,33.0,44.0,4.0,29.0,38.0,21.0,0.0,529.0,1814.0,0.0,0.0,28.97,30.07,7.6,25.0,8.4
3,2014-04-02,83.0,49.0,66.0,9.0,60.0,63.0,0.0,1.0,609.0,1845.0,0.0,0.0,28.97,29.71,12.9,17.0,14.2
4,2014-04-02,82.0,70.0,76.0,10.0,66.0,69.0,0.0,11.0,619.0,1850.0,0.0,0.0,29.08,29.77,7.9,17.0,9.2
5,2014-04-02,82.0,70.0,76.0,10.0,28.0,69.0,0.0,11.0,526.0,1811.0,0.0,0.0,29.08,30.09,8.6,25.0,9.2
6,2014-04-02,83.0,70.0,77.0,13.0,67.0,70.0,0.0,12.0,619.0,1849.0,0.0,0.0,29.24,29.77,14.6,17.0,14.8
7,2014-04-02,84.0,51.0,68.0,13.0,58.0,63.0,0.0,3.0,619.0,1849.0,0.0,0.0,28.3,29.67,16.5,18.0,17.1
8,2014-04-02,84.0,72.0,78.0,13.0,71.0,73.0,0.0,13.0,619.0,1849.0,0.0,0.0,29.46,29.67,12.1,16.0,12.1
9,2014-04-02,41.0,20.0,31.0,13.0,20.0,28.0,34.0,0.0,619.0,1849.0,0.0,0.0,29.38,30.14,5.1,5.0,6.9
10,2014-04-02,85.0,58.0,72.0,13.0,53.0,61.0,0.0,7.0,615.0,1846.0,0.0,0.0,30.13,30.15,5.5,17.0,7.8
11,2014-04-02,84.0,48.0,66.0,2.0,52.0,58.0,0.0,1.0,615.0,1846.0,0.0,0.0,30.12,30.15,3.2,15.0,5.0
12,2014-04-02,82.0,53.0,68.0,2.0,54.0,60.0,0.0,3.0,615.0,1846.0,0.0,0.0,30.11,30.16,3.5,17.0,5.9
13,2014-04-02,49.0,26.0,38.0,2.0,28.0,33.0,27.0,0.0,615.0,1846.0,0.0,0.22,23.95,29.71,5.0,36.0,6.9
14,2014-04-02,85.0,56.0,71.0,15.0,61.0,65.0,0.0,6.0,616.0,1852.0,0.0,0.0,28.3,29.67,15.8,17.0,16.6
15,2014-04-02,56.0,24.0,40.0,0.0,28.0,34.0,25.0,0.0,527.0,1813.0,0.0,0.0,29.69,30.07,1.9,18.0,3.2
16,2014-04-02,48.0,29.0,39.0,0.0,28.0,34.0,26.0,0.0,527.0,1813.0,0.0,0.0,29.96,30.06,1.4,12.0,4.2
17,2014-04-02,84.0,49.0,67.0,0.0,59.0,63.0,0.0,2.0,527.0,1813.0,0.0,0.0,29.03,29.74,9.4,18.0,10.6
18,2014-04-02,83.0,70.0,77.0,14.0,65.0,68.0,0.0,12.0,614.0,1847.0,0.0,0.0,29.23,29.76,15.2,17.0,15.4
19,2014-04-02,38.0,28.0,33.0,-8.0,25.0,31.0,32.0,0.0,532.0,1818.0,0.0,0.0,29.41,30.16,7.9,3.0,9.6
20,2014-04-02,85.0,71.0,78.0,-8.0,66.0,69.0,0.0,13.0,532.0,1818.0,0.0,0.0,29.05,29.76,11.0,17.0,11.1
1,2014-04-03,53.0,27.0,40.0,-8.0,24.0,34.0,25.0,0.0,532.0,1818.0,0.0,0.0,29.92,30.1,4.3,31.0,5.6
2,2014-04-03,53.0,32.0,43.0,3.0,22.0,35.0,22.0,0.0,527.0,1815.0,0.0,0.0,28.96,30.08,6.9,31.0,9.0
3,2014-04-03,84.0,46.0,65.0,8.0,57.0,62.0,0.0,0.0,607.0,1846.0,0.0,0.0,28.97,29.65,7.4,24.0,17.2
4,2014-04-03,82.0,71.0,77.0,11.0,67.0,70.0,0.0,12.0,618.0,1850.0,0.0,0.0,29.07,29.74,6.2,17.0,6.8
5,2014-04-03,82.0,71.0,77.0,11.0,25.0,70.0,0.0,12.0,524.0,1812.0,0.0,0.0,29.07,30.09,3.7,32.0,6.8
6,2014-04-03,83.0,68.0,76.0,12.0,68.0,70.0,0.0,11.0,618.0,1850.0,0.0,0.0,29.23,29.73,11.0,18.0,11.5
7,2014-04-03,77.0,41.0,59.0,12.0,47.0,55.0,6.0,0.0,618.0,1850.0,0.0,0.0,28.38,29.69,6.4,27.0,16.5
8,2014-04-03,81.0,72.0,77.0,12.0,71.0,73.0,0.0,12.0,618.0,1850.0,0.0,0.0,29.41,29.69,10.0,17.0,10.1
9,2014-04-03,39.0,29.0,34.0,12.0,27.0,73.0,31.0,0.0,618.0,1850.0,0.0,0.43,29.12,29.94,8.8,7.0,10.2
10,2014-04-03,88.0,64.0,76.0,12.0,58.0,65.0,0.0,11.0,614.0,1847.0,0.0,0.0,30.07,30.08,7.1,17.0,8.3
11,2014-04-03,87.0,56.0,72.0,8.0,58.0,63.0,0.0,7.0,614.0,1847.0,0.0,0.0,30.06,30.08,4.7,20.0,6.6
12,2014-04-03,87.0,57.0,72.0,8.0,58.0,64.0,0.0,7.0,614.0,1847.0,0.0,0.0,30.06,30.09,5.6,19.0,7.1
13,2014-04-03,39.0,28.0,34.0,8.0,28.0,31.0,31.0,0.0,614.0,1847.0,0.0,0.3,24.16,29.97,4.8,1.0,10.5
14,2014-04-03,80.0,43.0,62.0,6.0,48.0,57.0,3.0,0.0,615.0,1853.0,0.0,0.0,28.37,29.68,8.8,29.0,18.6
15,2014-04-03,51.0,21.0,36.0,-4.0,22.0,31.0,29.0,0.0,525.0,1814.0,0.0,0.0,29.7,30.1,5.1,33.0,5.6
16,2014-04-03,54.0,25.0,40.0,-4.0,27.0,34.0,25.0,0.0,525.0,1814.0,0.0,0.0,29.94,30.07,1.9,33.0,5.8
17,2014-04-03,86.0,47.0,67.0,-4.0,55.0,61.0,0.0,2.0,525.0,1814.0,0.0,0.0,29.03,29.68,6.0,23.0,11.7
18,2014-04-03,84.0,60.0,72.0,9.0,63.0,67.0,0.0,7.0,613.0,1848.0,0.0,0.0,29.21,29.69,10.9,19.0,15.3
19,2014-04-03,37.0,33.0,35.0,-6.0,28.0,32.0,30.0,0.0,531.0,1819.0,0.0,0.06,29.13,29.94,14.5,6.0,15.4
20,2014-04-03,85.0,61.0,73.0,-6.0,64.0,68.0,0.0,8.0,531.0,1819.0,0.0,0.06,29.02,29.69,7.8,19.0,12.0
1,2014-04-04,47.0,33.0,40.0,-6.0,28.0,35.0,25.0,0.0,531.0,1819.0,0.0,0.23,29.94,30.09,6.3,8.0,7.7
2,2014-04-04,46.0,33.0,40.0,-1.0,27.0,34.0,25.0,0.0,526.0,1816.0,0.0,0.13,28.95,30.03,6.4,9.0,7.3
3,2014-04-04,60.0,38.0,49.0,-8.0,32.0,42.0,16.0,0.0,606.0,1847.0,0.0,0.0,29.39,30.09,10.6,33.0,11.4
4,2014-04-04,74.0,54.0,64.0,-2.0,33.0,49.0,1.0,0.0,617.0,1851.0,0.0,0.0,29.37,30.04,6.7,1.0,8.1
5,2014-04-04,74.0,54.0,64.0,-2.0,29.0,49.0,1.0,0.0,523.0,1813.0,0.0,0.0,29.37,30.07,9.1,9.0,8.1
6,2014-04-04,74.0,53.0,64.0,0.0,37.0,51.0,1.0,0.0,617.0,1851.0,0.0,0.0,29.52,30.03,15.3,2.0,16.1
7,2014-04-04,62.0,37.0,50.0,0.0,27.0,40.0,15.0,0.0,617.0,1851.0,0.0,0.0,28.74,30.1,8.5,36.0,10.4
8,2014-04-04,74.0,57.0,66.0,0.0,45.0,55.0,0.0,1.0,617.0,1851.0,0.0,0.0,29.66,30.1,7.8,1.0,8.3
9,2014-04-04,40.0,26.0,33.0,0.0,24.0,30.0,32.0,0.0,617.0,1851.0,0.0,0.03,29.14,29.9,13.9,33.0,14.6
10,2014-04-04,86.0,65.0,76.0,0.0,60.0,66.0,0.0,11.0,613.0,1847.0,0.0,0.0,29.99,30.01,6.3,22.0,8.2
11,2014-04-04,85.0,57.0,71.0,7.0,60.0,64.0,0.0,6.0,613.0,1847.0,0.0,0.0,29.98,30.01,6.0,23.0,6.8
12,2014-04-04,86.0,61.0,74.0,7.0,60.0,65.0,0.0,9.0,613.0,1847.0,0.0,0.0,29.98,30.02,4.6,23.0,6.4
13,2014-04-04,48.0,22.0,35.0,7.0,21.0,31.0,30.0,0.0,613.0,1847.0,0.0,0.0,24.19,30.04,8.5,18.0,9.4
14,2014-04-04,63.0,39.0,51.0,-6.0,27.0,41.0,14.0,0.0,613.0,1853.0,0.0,0.0,28.73,30.09,11.4,36.0,13.2
15,2014-04-04,49.0,24.0,37.0,-3.0,26.0,32.0,28.0,0.0,523.0,1816.0,0.0,0.26,29.7,30.07,4.1,11.0,5.1
16,2014-04-04,47.0,32.0,40.0,-3.0,31.0,36.0,25.0,0.0,523.0,1816.0,0.0,0.21,29.97,30.06,7.6,9.0,9.5
17,2014-04-04,62.0,38.0,50.0,-3.0,30.0,42.0,15.0,0.0,523.0,1816.0,0.0,0.0,29.45,30.11,4.7,33.0,6.0
18,2014-04-04,68.0,46.0,57.0,-7.0,33.0,46.0,8.0,0.0,612.0,1849.0,0.0,0.0,29.59,30.08,10.4,36.0,12.0
19,2014-04-04,42.0,32.0,37.0,-4.0,30.0,46.0,28.0,0.0,529.0,1820.0,0.0,0.03,28.93,29.67,8.8,28.0,14.2
20,2014-04-04,68.0,47.0,58.0,-4.0,33.0,47.0,7.0,0.0,529.0,1820.0,0.0,0.0,29.39,30.07,10.8,36.0,11.7
1,2014-04-05,51.0,37.0,44.0,-4.0,31.0,37.0,21.0,0.0,529.0,1820.0,0.0,0.15,29.62,29.79,9.5,28.0,12.0
2,2014-04-05,46.0,31.0,39.0,-2.0,29.0,35.0,26.0,0.0,524.0,1817.0,0.0,0.18,28.67,29.79,10.8,29.0,13.6
3,2014-04-05,65.0,32.0,49.0,-9.0,33.0,43.0,16.0,0.0,604.0,1848.0,0.0,0.0,29.36,30.09,5.1,14.0,6.0
4,2014-04-05,65.0,54.0,60.0,-7.0,38.0,49.0,5.0,0.0,616.0,1852.0,0.0,0.0,29.26,29.98,0.8,7.0,4.2
5,2014-04-05,65.0,54.0,60.0,-7.0,32.0,49.0,5.0,0.0,521.0,1814.0,0.0,0.0,29.26,29.79,11.8,30.0,4.2
6,2014-04-05,65.0,49.0,57.0,-8.0,42.0,51.0,8.0,0.0,616.0,1851.0,0.0,0.0,29.42,29.97,6.9,5.0,7.4
7,2014-04-05,69.0,42.0,56.0,-8.0,25.0,42.0,9.0,0.0,616.0,1851.0,0.0,0.0,28.66,30.04,10.8,14.0,11.3
8,2014-04-05,66.0,54.0,60.0,-8.0,47.0,54.0,5.0,0.0,616.0,1851.0,0.0,0.0,29.61,30.04,3.8,6.0,4.2
9,2014-04-05,49.0,22.0,36.0,-8.0,29.0,34.0,29.0,0.0,616.0,1851.0,0.0,0.0,29.28,30.06,6.4,17.0,7.2
10,2014-04-05,82.0,65.0,74.0,-8.0,64.0,67.0,0.0,9.0,612.0,1848.0,0.0,0.04,29.96,30.0,2.0,19.0,5.8
11,2014-04-05,83.0,59.0,71.0,7.0,64.0,66.0,0.0,6.0,611.0,1848.0,0.0,0.39,29.96,30.0,2.3,24.0,4.6
12,2014-04-05,83.0,64.0,74.0,7.0,63.0,66.0,0.0,9.0,611.0,1848.0,0.0,0.84,29.95,30.0,1.0,21.0,4.5
13,2014-04-05,53.0,30.0,42.0,7.0,24.0,35.0,23.0,0.0,611.0,1848.0,0.0,0.0,24.11,29.88,2.1,22.0,5.5
14,2014-04-05,69.0,40.0,55.0,-2.0,27.0,43.0,10.0,0.0,612.0,1854.0,0.0,0.0,28.65,30.04,9.6,14.0,10.1
15,2014-04-05,50.0,34.0,42.0,1.0,29.0,36.0,23.0,0.0,522.0,1817.0,0.0,0.16,29.39,29.78,9.4,29.0,10.1
16,2014-04-05,53.0,37.0,45.0,1.0,32.0,38.0,20.0,0.0,522.0,1817.0,0.0,0.15,29.64,29.75,9.2,30.0,11.2
17,2014-04-05,65.0,32.0,49.0,1.0,31.0,43.0,16.0,0.0,522.0,1817.0,0.0,0.15,29.41,30.1,3.7,14.0,4.6
18,2014-04-05,56.0,50.0,53.0,-11.0,37.0,45.0,12.0,0.0,611.0,1850.0,0.0,0.05,29.5,30.03,8.6,9.0,9.0
19,2014-04-05,49.0,30.0,40.0,-2.0,23.0,32.0,25.0,0.0,527.0,1821.0,0.0,0.0,29.39,30.13,2.6,21.0,8.8
20,2014-04-05,56.0,50.0,53.0,-2.0,37.0,46.0,12.0,0.0,527.0,1821.0,0.0,0.02,29.29,30.02,7.6,8.0,8.2
1,2014-04-06,56.0,33.0,45.0,-2.0,18.0,34.0,20.0,0.0,527.0,1821.0,0.0,0.0,29.9,30.09,6.7,29.0,7.7
2,2014-04-06,54.0,29.0,42.0,1.0,18.0,33.0,23.0,0.0,522.0,1819.0,0.0,0.0,28.95,30.1,8.9,29.0,9.4
3,2014-04-06,55.0,42.0,49.0,-9.0,42.0,46.0,16.0,0.0,603.0,1849.0,0.0,0.09,29.18,29.93,4.5,12.0,6.1
4,2014-04-06,61.0,52.0,57.0,-10.0,48.0,51.0,8.0,0.0,615.0,1852.0,0.0,0.2,29.1,29.81,3.3,35.0,5.3
5,2014-04-06,61.0,52.0,57.0,-10.0,19.0,51.0,8.0,0.0,519.0,1815.0,0.0,0.2,29.1,30.1,11.5,28.0,5.3
6,2014-04-06,61.0,53.0,57.0,-8.0,49.0,52.0,8.0,0.0,614.0,1852.0,0.0,0.01,29.26,29.79,10.3,1.0,11.1
7,2014-04-06,51.0,45.0,48.0,-8.0,38.0,44.0,17.0,0.0,614.0,1852.0,0.0,0.16,28.5,29.9,4.3,14.0,5.7
8,2014-04-06,63.0,54.0,59.0,-8.0,54.0,55.0,6.0,0.0,614.0,1852.0,0.0,0.15,29.41,29.9,5.3,36.0,6.4
9,2014-04-06,62.0,38.0,50.0,-8.0,35.0,42.0,15.0,0.0,614.0,1852.0,0.0,0.0,29.08,29.87,4.2,19.0,7.2
10,2014-04-06,82.0,68.0,75.0,-8.0,64.0,67.0,0.0,10.0,610.0,1848.0,0.0,0.01,29.97,29.99,4.4,6.0,6.7
11,2014-04-06,78.0,64.0,71.0,7.0,66.0,67.0,0.0,6.0,610.0,1849.0,0.0,0.01,29.96,29.99,4.4,6.0,6.9
12,2014-04-06,80.0,66.0,73.0,7.0,64.0,67.0,0.0,8.0,610.0,1849.0,0.0,0.01,29.96,29.99,4.5,7.0,5.7
13,2014-04-06,52.0,31.0,42.0,7.0,28.0,35.0,23.0,0.0,610.0,1849.0,0.0,0.01,24.12,29.9,2.5,20.0,5.5
14,2014-04-06,52.0,43.0,48.0,-9.0,41.0,45.0,17.0,0.0,610.0,1855.0,0.0,0.46,28.48,29.89,4.3,13.0,5.8
15,2014-04-06,53.0,28.0,41.0,0.0,19.0,33.0,24.0,0.0,520.0,1818.0,0.0,0.0,29.66,30.08,8.5,30.0,8.9
16,2014-04-06,57.0,33.0,45.0,0.0,20.0,35.0,20.0,0.0,520.0,1818.0,0.0,0.0,29.93,30.06,7.7,29.0,8.3
17,2014-04-06,55.0,44.0,50.0,0.0,43.0,46.0,15.0,0.0,520.0,1818.0,0.0,0.14,29.22,29.94,2.6,12.0,3.9
18,2014-04-06,53.0,47.0,50.0,-14.0,45.0,47.0,15.0,0.0,609.0,1850.0,0.0,0.58,29.31,29.86,6.7,4.0,9.5
19,2014-04-06,56.0,33.0,45.0,3.0,27.0,37.0,20.0,0.0,526.0,1822.0,0.0,0.0,29.28,30.06,8.1,19.0,9.5
20,2014-04-06,53.0,48.0,51.0,3.0,45.0,48.0,14.0,0.0,526.0,1822.0,0.0,0.6,29.1,29.84,7.6,4.0,9.2
1,2014-04-07,61.0,32.0,47.0,3.0,24.0,39.0,18.0,0.0,526.0,1822.0,0.0,0.08,30.0,30.14,2.3,13.0,4.3
2,2014-04-07,56.0,38.0,47.0,5.0,24.0,38.0,18.0,0.0,520.0,1820.0,0.0,0.07,29.04,30.11,5.1,16.0,8.4
3,2014-04-07,66.0,45.0,56.0,-2.0,46.0,50.0,9.0,0.0,602.0,1850.0,0.0,0.16,29.13,29.85,5.8,30.0,6.6
4,2014-04-07,72.0,52.0,62.0,-5.0,49.0,53.0,3.0,0.0,613.0,1853.0,0.0,0.27,29.23,29.92,1.7,32.0,2.6
5,2014-04-07,72.0,52.0,62.0,-5.0,24.0,53.0,3.0,0.0,517.0,1817.0,0.0,0.27,29.23,30.14,6.4,15.0,2.6
6,2014-04-07,72.0,48.0,60.0,-5.0,49.0,53.0,5.0,0.0,613.0,1852.0,0.0,0.43,29.39,29.91,3.8,2.0,6.0
7,2014-04-07,68.0,38.0,53.0,-5.0,39.0,46.0,12.0,0.0,613.0,1852.0,0.0,0.06,28.53,29.89,7.4,32.0,8.1
8,2014-04-07,72.0,52.0,62.0,-5.0,52.0,55.0,3.0,0.0,613.0,1852.0,0.0,0.17,29.54,29.89,5.2,35.0,5.7
9,2014-04-07,59.0,34.0,47.0,-5.0,35.0,42.0,18.0,0.0,613.0,1852.0,0.0,0.0,29.03,29.8,6.7,33.0,7.9
10,2014-04-07,86.0,68.0,77.0,-5.0,65.0,69.0,0.0,12.0,609.0,1849.0,0.0,0.04,29.85,29.85,6.6,18.0,10.0
11,2014-04-07,82.0,61.0,72.0,8.0,66.0,67.0,0.0,7.0,609.0,1849.0,0.0,0.59,29.84,29.86,2.9,16.0,5.6
12,2014-04-07,85.0,68.0,77.0,8.0,66.0,68.0,0.0,12.0,609.0,1849.0,0.0,0.05,29.83,29.86,3.9,17.0,6.9
13,2014-04-07,51.0,33.0,42.0,8.0,23.0,34.0,23.0,0.0,609.0,1849.0,0.0,0.05,24.32,30.14,6.4,34.0,10.6
14,2014-04-07,68.0,44.0,56.0,-1.0,42.0,48.0,9.0,0.0,609.0,1856.0,0.0,0.06,28.51,29.88,8.8,32.0,9.9
15,2014-04-07,59.0,26.0,43.0,2.0,24.0,36.0,22.0,0.0,518.0,1819.0,0.0,0.07,29.77,30.12,3.2,15.0,4.9
16,2014-04-07,57.0,32.0,45.0,2.0,28.0,38.0,20.0,0.0,518.0,1819.0,0.0,0.09,30.03,30.12,6.6,14.0,6.9
17,2014-04-07,68.0,46.0,57.0,2.0,45.0,50.0,8.0,0.0,518.0,1819.0,0.0,0.22,29.19,29.88,2.9,30.0,3.8
18,2014-04-07,68.0,47.0,58.0,-6.0,46.0,51.0,7.0,0.0,608.0,1851.0,0.0,0.01,29.39,29.89,6.2,32.0,7.1
19,2014-04-07,53.0,34.0,44.0,2.0,29.0,38.0,21.0,0.0,524.0,1823.0,0.0,0.01,28.98,29.77,2.7,5.0,3.9
20,2014-04-07,68.0,47.0,58.0,2.0,47.0,51.0,7.0,0.0,524.0,1823.0,0.0,0.01,29.18,29.89,5.3,31.0,6.2
1,2014-04-08,66.0,43.0,55.0,2.0,44.0,48.0,10.0,0.0,524.0,1823.0,0.0,0.39,29.34,29.47,5.8,23.0,9.4
2,2014-04-08,61.0,39.0,50.0,8.0,43.0,46.0,15.0,0.0,519.0,1821.0,0.0,0.39,28.42,29.47,9.5,24.0,14.2
3,2014-04-08,66.0,41.0,54.0,-5.0,32.0,45.0,11.0,0.0,600.0,1850.0,0.0,0.0,29.33,30.03,12.5,33.0,13.3
4,2014-04-08,77.0,50.0,64.0,-3.0,38.0,50.0,1.0,0.0,612.0,1853.0,0.0,0.0,29.45,30.13,6.8,33.0,7.5
5,2014-04-08,77.0,50.0,64.0,-3.0,47.0,50.0,1.0,0.0,516.0,1818.0,0.0,0.0,29.45,29.48,9.9,21.0,7.5
6,2014-04-08,76.0,45.0,61.0,-4.0,41.0,50.0,4.0,0.0,612.0,1853.0,0.0,0.0,29.62,30.12,9.2,33.0,9.7
7,2014-04-08,68.0,43.0,56.0,-4.0,30.0,44.0,9.0,0.0,612.0,1853.0,0.0,0.0,28.72,30.09,12.8,33.0,13.1
8,2014-04-08,76.0,46.0,61.0,-4.0,44.0,52.0,4.0,0.0,612.0,1853.0,0.0,0.0,29.76,30.09,8.7,33.0,9.1
9,2014-04-08,53.0,33.0,43.0,-4.0,27.0,36.0,22.0,0.0,612.0,1853.0,0.0,0.0,29.19,29.95,10.4,33.0,10.6
10,2014-04-08,80.0,61.0,71.0,-4.0,59.0,63.0,0.0,6.0,608.0,1850.0,0.0,0.45,29.72,29.74,8.9,25.0,10.1
11,2014-04-08,76.0,58.0,67.0,2.0,61.0,63.0,0.0,2.0,608.0,1850.0,0.0,1.62,29.7,29.74,7.7,25.0,9.1
12,2014-04-08,79.0,62.0,71.0,2.0,59.0,63.0,0.0,6.0,608.0,1850.0,0.0,0.37,29.7,29.74,7.5,27.0,9.1
13,2014-04-08,67.0,30.0,49.0,2.0,22.0,38.0,16.0,0.0,608.0,1850.0,0.0,0.0,24.34,30.14,4.4,27.0,7.7
14,2014-04-08,70.0,45.0,58.0,0.0,32.0,45.0,7.0,0.0,608.0,1857.0,0.0,0.0,28.71,30.08,15.8,33.0,16.0
15,2014-04-08,61.0,41.0,51.0,9.0,43.0,45.0,14.0,0.0,516.0,1820.0,0.0,0.38,29.13,29.46,2.9,28.0,7.3
16,2014-04-08,66.0,44.0,55.0,9.0,45.0,49.0,10.0,0.0,516.0,1820.0,0.0,0.42,29.37,29.44,7.1,21.0,12.1
17,2014-04-08,67.0,40.0,54.0,9.0,32.0,45.0,11.0,0.0,516.0,1820.0,0.0,0.0,29.39,30.06,7.6,34.0,8.0
18,2014-04-08,71.0,50.0,61.0,-3.0,37.0,49.0,4.0,0.0,607.0,1852.0,0.0,0.0,29.58,30.08,12.8,33.0,13.1
19,2014-04-08,58.0,39.0,49.0,6.0,37.0,43.0,16.0,0.0,522.0,1824.0,0.0,0.24,29.08,29.8,4.4,35.0,6.3
20,2014-04-08,72.0,50.0,61.0,6.0,37.0,49.0,4.0,0.0,522.0,1824.0,0.0,0.0,29.38,30.07,14.2,32.0,14.7
1,2014-04-09,55.0,36.0,46.0,6.0,23.0,37.0,19.0,0.0,522.0,1824.0,0.0,0.0,29.5,29.7,9.4,31.0,10.4
2,2014-04-09,54.0,32.0,43.0,0.0,22.0,35.0,22.0,0.0,517.0,1822.0,0.0,0.0,28.57,29.7,11.8,30.0,12.6
3,2014-04-09,79.0,36.0,58.0,-1.0,37.0,50.0,7.0,0.0,559.0,1851.0,0.0,0.0,29.28,30.02,10.9,18.0,11.1
4,2014-04-09,84.0,45.0,65.0,-3.0,43.0,54.0,0.0,0.0,611.0,1854.0,0.0,0.0,29.46,30.16,4.8,18.0,5.5
