date,store_nbr,station_nbr,item_nbr,units
2013-11-20,24,9,43,46
2013-11-20,24,9,60,1
2013-11-20,25,13,9,69
2013-11-20,25,13,45,79
2013-11-20,25,13,50,1
2013-11-20,26,17,5,33
2013-11-20,26,17,45,52
2013-11-20,27,10,9,49
2013-11-20,27,10,68,21
2013-11-20,27,10,80,1
2013-11-20,28,7,5,21
2013-11-20,28,7,45,49
2013-11-20,29,3,8,46
2013-11-20,29,3,41,24
2013-11-20,29,3,45,52
2013-11-20,31,17,9,40
2013-11-20,31,17,45,84
2013-11-20,31,17,104,1
2013-11-20,32,13,9,39
2013-11-20,32,13,45,34
2013-11-20,32,13,51,1
2013-11-20,33,3,9,116
2013-11-20,33,3,44,156
2013-11-20,34,17,9,31
2013-11-20,34,17,45,56
2013-11-20,34,17,52,1
2013-11-20,35,5,16,9
2013-11-20,35,5,66,22
2013-11-20,36,18,9,3
2013-11-20,36,18,44,41
2013-11-20,37,13,5,39
2013-11-20,37,13,38,2
2013-11-20,37,13,45,39
2013-11-20,38,14,9,50
2013-11-20,38,14,45,70
2013-11-20,38,14,52,2
2013-11-20,38,14,98,1
2013-11-20,39,8,36,6
2013-11-20,40,13,5,19
2013-11-20,40,13,15,5
2013-11-20,40,13,45,66
2013-11-20,40,13,51,1
2013-11-20,40,13,106,1
2013-11-20,41,12,16,16
2013-11-20,41,12,68,26
2013-11-20,41,12,108,4
2013-11-20,42,14,5,10
2013-11-20,42,14,45,74
2013-11-20,43,11,16,14
2013-11-20,43,11,37,8
2013-11-20,44,12,5,44
2013-11-20,44,12,68,31
2013-11-20,45,16,26,1
2013-11-20,45,16,50,1
2013-11-21,2,14,5,86
2013-11-21,2,14,44,234
2013-11-21,3,7,5,14
2013-11-21,3,7,45,94
2013-11-21,3,7,109,9
2013-11-21,4,9,9,42
2013-11-21,4,9,27,13
2013-11-21,4,9,96,3
2013-11-21,4,9,97,3
2013-11-21,5,12,16,22
2013-11-21,5,12,20,2
2013-11-21,5,12,37,6
2013-11-21,6,14,9,77
2013-11-21,6,14,45,65
2013-11-21,7,6,5,27
2013-11-21,7,6,23,25
2013-11-21,7,6,95,38
2013-11-21,9,17,5,28
2013-11-21,9,17,45,84
2013-11-21,10,12,5,46
2013-11-21,10,12,21,1
2013-11-21,10,12,37,6
2013-11-21,11,10,9,10
2013-11-21,11,10,68,47
2013-11-21,12,11,16,21
2013-11-21,12,11,37,11
2013-11-21,12,11,79,1
2013-11-21,13,6,5,64
2013-11-21,13,6,36,38
2013-11-21,13,6,104,1
2013-11-21,14,16,9,29
2013-11-21,14,16,25,11
2013-11-21,15,13,5,19
2013-11-21,15,13,15,7
2013-11-21,15,13,17,2
2013-11-21,15,13,45,39
2013-11-21,15,13,49,4
2013-11-21,16,2,16,8
2013-11-21,16,2,25,119
2013-11-21,16,2,50,1
2013-11-21,17,20,9,128
2013-11-21,17,20,37,66
2013-11-21,18,17,5,21
2013-11-21,18,17,37,9
2013-11-21,19,15,15,1
2013-11-21,19,15,16,14
2013-11-21,19,15,75,2
2013-11-21,19,15,83,12
2013-11-21,20,7,5,105
2013-11-21,20,7,41,44
2013-11-21,21,3,5,48
2013-11-21,21,3,44,62
2013-11-21,21,3,91,1
2013-11-21,21,3,109,19
2013-11-21,22,10,9,26
2013-11-21,22,10,68,13
2013-11-21,23,17,5,39
2013-11-21,23,17,29,5
2013-11-21,23,17,45,41
2013-11-21,24,9,6,74
2013-11-21,24,9,43,53
2013-11-21,24,9,97,3
2013-11-21,25,13,9,27
2013-11-21,25,13,45,61
2013-11-21,25,13,50,4
2013-11-21,26,17,5,27
2013-11-21,26,17,45,49
2013-11-21,27,10,9,33
2013-11-21,27,10,68,9
2013-11-21,27,10,80,1
2013-11-21,28,7,5,46
2013-11-21,28,7,35,3
2013-11-21,28,7,45,81
2013-11-21,29,3,8,29
2013-11-21,29,3,41,19
2013-11-21,29,3,45,50
2013-11-21,30,19,16,19
2013-11-21,30,19,44,59
2013-11-21,31,17,9,59
2013-11-21,31,17,45,150
2013-11-21,31,17,98,4
2013-11-21,32,13,9,48
2013-11-21,32,13,45,33
2013-11-21,33,3,9,77
2013-11-21,33,3,44,194
2013-11-21,34,17,9,108
2013-11-21,34,17,45,81
2013-11-21,34,17,52,1
2013-11-21,35,5,16,20
2013-11-21,35,5,50,2
2013-11-21,35,5,66,8
2013-11-21,36,18,9,25
2013-11-21,36,18,30,2
2013-11-21,36,18,44,69
2013-11-21,37,13,5,3369
2013-11-21,37,13,15,10
2013-11-21,37,13,38,2
2013-11-21,37,13,45,22
2013-11-21,37,13,53,2
2013-11-21,38,14,9,87
2013-11-21,38,14,45,104
2013-11-21,38,14,52,4
2013-11-21,38,14,98,8
2013-11-21,39,8,36,27
2013-11-21,39,8,103,2
2013-11-21,40,13,5,24
2013-11-21,40,13,15,6
2013-11-21,40,13,45,41
2013-11-21,40,13,51,1
2013-11-21,41,12,16,26
2013-11-21,41,12,68,20
2013-11-21,41,12,108,1
2013-11-21,42,14,5,44
2013-11-21,42,14,45,77
2013-11-21,43,11,16,16
2013-11-21,43,11,37,6
2013-11-21,44,12,5,39
2013-11-21,44,12,68,37
2013-11-21,45,16,9,19
2013-11-21,45,16,26,4
2013-11-22,1,1,9,31
2013-11-22,1,1,28,3
2013-11-22,1,1,47,10
2013-11-22,1,1,99,3
2013-11-22,2,14,5,49
2013-11-22,2,14,11,1
2013-11-22,2,14,44,185
2013-11-22,3,7,5,44
2013-11-22,3,7,45,91
2013-11-22,3,7,109,1
2013-11-22,4,9,9,36
2013-11-22,4,9,27,12
2013-11-22,4,9,96,2
2013-11-22,5,12,16,21
2013-11-22,5,12,20,1
2013-11-22,5,12,37,15
2013-11-22,6,14,9,98
2013-11-22,6,14,45,88
2013-11-22,7,6,5,41
2013-11-22,7,6,23,31
2013-11-22,7,6,95,54
2013-11-22,9,17,5,49
2013-11-22,9,17,45,73
2013-11-22,9,17,105,1
2013-11-22,10,12,5,38
2013-11-22,10,12,21,1
2013-11-22,10,12,37,13
2013-11-22,11,10,9,40
2013-11-22,11,10,68,35
2013-11-22,12,11,16,34
2013-11-22,12,11,37,13
2013-11-22,13,6,5,23
2013-11-22,13,6,36,59
2013-11-22,13,6,104,4
2013-11-22,14,16,9,13
2013-11-22,14,16,50,1
2013-11-22,15,13,5,68
2013-11-22,15,13,15,8
2013-11-22,15,13,17,1
2013-11-22,15,13,45,77
2013-11-22,15,13,49,6
2013-11-22,16,2,16,9
2013-11-22,16,2,25,145
2013-11-22,16,2,64,2
2013-11-22,17,20,9,217
2013-11-22,17,20,37,69
2013-11-22,18,17,5,16
2013-11-22,18,17,37,10
2013-11-22,18,17,72,1
2013-11-22,19,15,15,4
2013-11-22,19,15,16,8
2013-11-22,19,15,75,2
2013-11-22,19,15,83,11
2013-11-22,20,7,5,92
2013-11-22,20,7,18,2
2013-11-22,20,7,41,23
2013-11-22,21,3,5,46
2013-11-22,21,3,44,82
2013-11-22,21,3,109,2
2013-11-22,22,10,9,16
2013-11-22,22,10,54,1
2013-11-22,22,10,68,20
2013-11-22,23,17,5,37
2013-11-22,23,17,45,26
2013-11-22,24,9,6,46
2013-11-22,24,9,43,59
2013-11-22,24,9,97,1
2013-11-22,25,13,9,42
2013-11-22,25,13,45,75
2013-11-22,25,13,50,5
2013-11-22,26,17,5,18
2013-11-22,26,17,45,53
2013-11-22,27,10,9,24
2013-11-22,27,10,68,37
2013-11-22,27,10,80,1
2013-11-22,28,7,5,32
2013-11-22,28,7,35,2
2013-11-22,28,7,45,71
2013-11-22,29,3,8,61
2013-11-22,29,3,41,19
2013-11-22,29,3,45,59
2013-11-22,30,19,16,19
2013-11-22,30,19,44,86
2013-11-22,30,19,65,1
2013-11-22,31,17,9,16
2013-11-22,31,17,45,119
2013-11-22,31,17,98,3
2013-11-22,31,17,104,1
2013-11-22,32,13,9,17
2013-11-22,32,13,19,1
2013-11-22,32,13,45,41
2013-11-22,33,3,9,55
2013-11-22,33,3,44,296
2013-11-22,34,17,9,21
2013-11-22,34,17,45,84
2013-11-22,34,17,52,2
2013-11-22,35,5,16,32
2013-11-22,35,5,66,9
2013-11-22,36,18,9,23
2013-11-22,36,18,44,41
2013-11-22,37,13,5,11
2013-11-22,37,13,15,13
2013-11-22,37,13,38,6
2013-11-22,37,13,45,46
2013-11-22,38,14,9,108
2013-11-22,38,14,45,97
2013-11-22,38,14,52,2
2013-11-22,38,14,98,6
2013-11-22,39,8,9,2
2013-11-22,39,8,36,8
2013-11-22,40,13,5,27
2013-11-22,40,13,15,1
2013-11-22,40,13,45,68
2013-11-22,40,13,51,3
2013-11-22,41,12,16,18
2013-11-22,41,12,68,35
2013-11-22,41,12,108,2
2013-11-22,42,14,5,1
2013-11-22,42,14,45,73
2013-11-22,43,11,16,26
2013-11-22,43,11,37,23
2013-11-22,43,11,73,1
2013-11-22,44,12,5,24
2013-11-22,44,12,68,62
2013-11-22,45,16,9,17
2013-11-22,45,16,26,1
2013-11-23,1,1,9,59
2013-11-23,1,1,28,3
2013-11-23,1,1,40,1
2013-11-23,1,1,47,13
2013-11-23,1,1,51,12
2013-11-23,1,1,99,3
2013-11-23,2,14,5,60
2013-11-23,2,14,44,167
2013-11-23,3,7,5,90
2013-11-23,3,7,45,108
2013-11-23,3,7,109,7
2013-11-23,4,9,9,103
2013-11-23,4,9,27,12
2013-11-23,4,9,96,1
2013-11-23,4,9,97,1
2013-11-23,4,9,101,1
2013-11-23,5,12,16,31
2013-11-23,5,12,20,2
2013-11-23,5,12,37,9
2013-11-23,6,14,9,55
2013-11-23,6,14,45,66
2013-11-23,7,6,5,30
2013-11-23,7,6,23,32
2013-11-23,7,6,95,53
2013-11-23,9,17,5,43
2013-11-23,9,17,45,90
2013-11-23,10,12,5,41
2013-11-23,10,12,21,2
2013-11-23,10,12,37,11
2013-11-23,13,6,5,88
2013-11-23,13,6,36,55
2013-11-23,13,6,104,7
2013-11-23,14,16,9,29
2013-11-23,14,16,25,9
2013-11-23,14,16,50,1
2013-11-23,15,13,5,69
2013-11-23,15,13,15,6
2013-11-23,15,13,17,1
2013-11-23,15,13,45,107
2013-11-23,15,13,49,3
2013-11-23,16,2,16,17
2013-11-23,16,2,25,190
2013-11-23,16,2,50,1
2013-11-23,16,2,64,2
2013-11-23,17,20,9,164
2013-11-23,17,20,37,75
2013-11-23,17,20,71,1
2013-11-23,18,17,5,12
2013-11-23,18,17,37,13
2013-11-23,18,17,72,1
2013-11-23,19,15,15,10
2013-11-23,19,15,16,13
2013-11-23,19,15,39,2
2013-11-23,19,15,75,4
2013-11-23,19,15,83,15
2013-11-23,20,7,5,58
2013-11-23,20,7,41,37
2013-11-23,21,3,5,47
2013-11-23,21,3,44,73
2013-11-23,21,3,109,9
2013-11-23,23,17,5,30
2013-11-23,23,17,45,31
2013-11-23,24,9,6,38
2013-11-23,24,9,43,60
2013-11-23,24,9,60,2
2013-11-23,25,13,9,137
2013-11-23,25,13,12,2
2013-11-23,25,13,45,86
2013-11-23,25,13,50,1
2013-11-23,26,17,5,20
2013-11-23,26,17,45,51
2013-11-23,28,7,5,72
2013-11-23,28,7,45,75
2013-11-23,29,3,8,23
2013-11-23,29,3,41,23
2013-11-23,29,3,45,62
2013-11-23,30,19,16,34
2013-11-23,30,19,44,100
2013-11-23,31,17,9,46
2013-11-23,31,17,45,114
2013-11-23,31,17,98,6
2013-11-23,31,17,104,1
2013-11-23,32,13,9,80
2013-11-23,32,13,45,63
2013-11-23,33,3,9,126
2013-11-23,33,3,44,234
2013-11-23,34,17,9,56
2013-11-23,34,17,45,98
2013-11-23,34,17,52,2
2013-11-23,35,5,16,46
2013-11-23,35,5,49,1
2013-11-23,35,5,50,1
2013-11-23,35,5,66,24
2013-11-23,36,18,9,54
2013-11-23,36,18,30,3
2013-11-23,36,18,44,47
2013-11-23,37,13,15,16
2013-11-23,37,13,38,4
2013-11-23,37,13,45,65
2013-11-23,38,14,9,102
2013-11-23,38,14,45,120
2013-11-23,38,14,52,3
2013-11-23,38,14,98,1
2013-11-23,39,8,9,3
2013-11-23,39,8,36,11
2013-11-23,40,13,5,32
2013-11-23,40,13,15,6
2013-11-23,40,13,45,104
2013-11-23,40,13,51,2
2013-11-23,41,12,16,29
2013-11-23,41,12,68,16
2013-11-23,41,12,108,3
2013-11-23,42,14,5,27
2013-11-23,42,14,45,84
2013-11-23,44,12,5,22
2013-11-23,44,12,68,51
2013-11-23,45,16,9,12
2013-11-23,45,16,26,6
2013-11-24,2,14,5,103
2013-11-24,2,14,44,185
2013-11-24,3,7,5,73
2013-11-24,3,7,45,94
2013-11-24,3,7,109,5
2013-11-24,4,9,9,119
2013-11-24,4,9,27,12
2013-11-24,4,9,101,2
2013-11-24,5,12,16,37
2013-11-24,5,12,32,1
2013-11-24,5,12,37,15
2013-11-24,6,14,9,64
2013-11-24,6,14,45,83
2013-11-24,6,14,107,4
2013-11-24,7,6,5,50
2013-11-24,7,6,23,45
2013-11-24,7,6,95,72
2013-11-24,9,17,5,32
2013-11-24,9,17,45,95
2013-11-24,10,12,5,33
2013-11-24,10,12,21,1
2013-11-24,10,12,37,29
2013-11-24,13,6,5,76
2013-11-24,13,6,36,97
2013-11-24,13,6,104,1
2013-11-24,15,13,5,55
2013-11-24,15,13,15,5
2013-11-24,15,13,17,3
2013-11-24,15,13,45,133
2013-11-24,15,13,49,2
2013-11-24,17,20,9,137
2013-11-24,17,20,37,54
2013-11-24,17,20,71,1
2013-11-24,18,17,5,24
2013-11-24,18,17,37,18
2013-11-24,20,7,5,144
2013-11-24,20,7,41,41
2013-11-24,21,3,5,53
2013-11-24,21,3,44,75
2013-11-24,21,3,109,8
2013-11-24,23,17,5,44
2013-11-24,23,17,29,2
2013-11-24,23,17,45,53
2013-11-24,24,9,6,48
2013-11-24,24,9,43,53
2013-11-24,24,9,60,4
2013-11-24,25,13,9,177
2013-11-24,25,13,12,1
2013-11-24,25,13,45,97
2013-11-24,25,13,50,1
2013-11-24,26,17,5,57
2013-11-24,26,17,45,53
2013-11-24,28,7,5,38
2013-11-24,28,7,35,5
2013-11-24,28,7,45,53
2013-11-24,29,3,8,36
2013-11-24,29,3,41,26
2013-11-24,29,3,45,73
2013-11-24,30,19,16,21
2013-11-24,30,19,44,123
2013-11-24,30,19,65,2
2013-11-24,31,17,9,35
2013-11-24,31,17,45,119
2013-11-24,31,17,98,9
2013-11-24,32,13,9,90
2013-11-24,32,13,19,1
2013-11-24,32,13,45,90
2013-11-24,32,13,51,2
2013-11-24,33,3,9,141
2013-11-24,33,3,44,251
2013-11-24,34,17,9,34
2013-11-24,34,17,45,98
2013-11-24,35,5,16,128
2013-11-24,35,5,50,3
2013-11-24,35,5,66,22
2013-11-24,36,18,9,30
2013-11-24,36,18,44,62
2013-11-24,37,13,5,49
2013-11-24,37,13,15,7
2013-11-24,37,13,38,5
2013-11-24,37,13,45,61
2013-11-24,37,13,53,4
2013-11-24,38,14,9,76
2013-11-24,38,14,45,121
2013-11-24,38,14,98,4
2013-11-24,39,8,9,20
2013-11-24,39,8,36,5
2013-11-24,39,8,103,1
2013-11-24,40,13,5,67
2013-11-24,40,13,15,6
2013-11-24,40,13,45,90
2013-11-24,40,13,51,1
2013-11-24,41,12,16,26
2013-11-24,41,12,68,24
2013-11-24,41,12,108,10
2013-11-24,42,14,5,80
2013-11-24,42,14,45,82
2013-11-24,44,12,5,42
2013-11-24,44,12,68,48
2013-11-25,2,14,5,56
2013-11-25,2,14,44,111
2013-11-25,3,7,5,73
2013-11-25,3,7,45,65
2013-11-25,3,7,109,5
2013-11-25,4,9,9,13
2013-11-25,4,9,27,14
2013-11-25,5,12,16,20
2013-11-25,5,12,20,4
2013-11-25,5,12,37,18
2013-11-25,6,14,9,60
2013-11-25,6,14,45,57
2013-11-25,7,6,5,31
2013-11-25,7,6,23,36
2013-11-25,7,6,95,36
2013-11-25,9,17,5,78
2013-11-25,9,17,10,1
2013-11-25,9,17,45,89
2013-11-25,10,12,5,25
2013-11-25,10,12,37,18
2013-11-25,13,6,5,119
2013-11-25,13,6,36,54
2013-11-25,13,6,104,3
2013-11-25,15,13,5,67
2013-11-25,15,13,15,3
2013-11-25,15,13,17,4
2013-11-25,15,13,45,104
2013-11-25,17,20,9,107
2013-11-25,17,20,37,47
2013-11-25,18,17,5,15
2013-11-25,18,17,37,18
2013-11-25,20,7,5,48
2013-11-25,20,7,41,29
2013-11-25,21,3,5,51
2013-11-25,21,3,44,79
2013-11-25,21,3,91,1
2013-11-25,21,3,109,6
2013-11-25,23,17,5,47
2013-11-25,23,17,29,2
2013-11-25,23,17,45,31
2013-11-25,24,9,6,47
2013-11-25,24,9,43,48
2013-11-25,25,13,9,67
2013-11-25,25,13,45,80
2013-11-25,25,13,50,1
2013-11-25,26,17,5,26
2013-11-25,26,17,45,64
2013-11-25,28,7,5,38
2013-11-25,28,7,35,3
2013-11-25,28,7,45,46
2013-11-25,29,3,8,34
2013-11-25,29,3,41,16
2013-11-25,29,3,45,47
2013-11-25,30,19,16,12
2013-11-25,30,19,44,71
2013-11-25,31,17,9,9
2013-11-25,31,17,45,81
2013-11-25,32,13,9,52
2013-11-25,32,13,19,1
2013-11-25,32,13,45,68
2013-11-25,33,3,9,64
2013-11-25,33,3,44,237
2013-11-25,34,17,9,38
2013-11-25,34,17,45,79
2013-11-25,34,17,52,5
2013-11-25,35,5,16,40
2013-11-25,35,5,50,3
2013-11-25,35,5,66,29
2013-11-25,36,18,9,59
2013-11-25,36,18,44,52
2013-11-25,37,13,5,13
2013-11-25,37,13,15,4
2013-11-25,37,13,38,6
2013-11-25,37,13,45,48
2013-11-25,37,13,53,1
2013-11-25,38,14,9,48
2013-11-25,38,14,45,105
2013-11-25,38,14,52,1
2013-11-25,39,8,9,4
2013-11-25,39,8,36,14
2013-11-25,39,8,103,1
2013-11-25,40,13,5,25
2013-11-25,40,13,15,5
2013-11-25,40,13,45,56
2013-11-25,41,12,16,20
2013-11-25,41,12,68,16
2013-11-25,41,12,108,6
2013-11-25,42,14,5,31
2013-11-25,42,14,45,56
2013-11-25,44,12,5,55
2013-11-25,44,12,68,48
2013-11-26,2,14,5,35
2013-11-26,2,14,44,152
2013-11-26,3,7,5,58
2013-11-26,3,7,45,45
2013-11-26,3,7,109,8
2013-11-26,4,9,9,113
2013-11-26,4,9,27,3
2013-11-26,4,9,96,5
2013-11-26,5,12,16,25
2013-11-26,5,12,20,1
2013-11-26,5,12,37,12
2013-11-26,5,12,105,1
2013-11-26,6,14,9,49
2013-11-26,6,14,45,59
2013-11-26,6,14,107,3
2013-11-26,7,6,5,47
2013-11-26,7,6,23,26
2013-11-26,7,6,95,47
2013-11-26,8,4,5,42
2013-11-26,8,4,23,19
2013-11-26,8,4,59,2
2013-11-26,9,17,5,30
2013-11-26,9,17,45,74
2013-11-26,10,12,5,47
2013-11-26,10,12,37,24
2013-11-26,13,6,5,41
2013-11-26,13,6,36,56
2013-11-26,15,13,5,40
2013-11-26,15,13,15,2
2013-11-26,15,13,17,1
2013-11-26,15,13,45,82
2013-11-26,17,20,9,64
2013-11-26,17,20,37,47
2013-11-26,18,17,5,30
2013-11-26,18,17,37,12
2013-11-26,20,7,5,34
2013-11-26,20,7,18,1
2013-11-26,20,7,41,40
2013-11-26,20,7,106,1
2013-11-26,21,3,5,40
2013-11-26,21,3,44,98
2013-11-26,21,3,109,10
2013-11-26,23,17,5,16
2013-11-26,23,17,29,1
2013-11-26,23,17,45,45
2013-11-26,24,9,6,16
2013-11-26,24,9,43,50
2013-11-26,25,13,9,86
2013-11-26,25,13,45,96
2013-11-26,26,17,5,36
2013-11-26,26,17,45,38
2013-11-26,28,7,5,17
2013-11-26,28,7,45,27
2013-11-26,29,3,8,23
2013-11-26,29,3,41,9
2013-11-26,29,3,45,57
2013-11-26,30,19,16,23
2013-11-26,30,19,44,120
2013-11-26,31,17,9,35
2013-11-26,31,17,45,74
2013-11-26,32,13,9,57
2013-11-26,32,13,19,1
2013-11-26,32,13,45,58
2013-11-26,33,3,9,133
2013-11-26,33,3,44,212
2013-11-26,34,17,9,43
2013-11-26,34,17,45,67
2013-11-26,34,17,52,3
2013-11-26,35,5,16,6
2013-11-26,35,5,66,15
2013-11-26,36,18,9,20
2013-11-26,36,18,44,65
2013-11-26,37,13,5,18
2013-11-26,37,13,15,1
2013-11-26,37,13,38,4
2013-11-26,37,13,45,54
2013-11-26,38,14,9,45
2013-11-26,38,14,45,84
2013-11-26,38,14,52,4
2013-11-26,38,14,98,3
2013-11-26,39,8,9,6
2013-11-26,39,8,36,5
2013-11-26,40,13,5,18
2013-11-26,40,13,45,51
2013-11-26,41,12,16,19
2013-11-26,41,12,68,28
2013-11-26,41,12,108,3
2013-11-26,42,14,5,15
2013-11-26,42,14,45,68
2013-11-26,44,12,5,26
2013-11-26,44,12,68,49
2013-11-26,44,12,105,2
2013-11-27,2,14,5,35
2013-11-27,2,14,44,260
2013-11-27,3,7,5,30
2013-11-27,3,7,45,56
2013-11-27,3,7,109,10
2013-11-27,4,9,9,108
2013-11-27,4,9,27,10
2013-11-27,5,12,16,20
2013-11-27,5,12,20,1
2013-11-27,5,12,37,24
2013-11-27,6,14,9,70
2013-11-27,6,14,45,55
2013-11-27,6,14,107,1
2013-11-27,7,6,5,70
2013-11-27,7,6,23,27
2013-11-27,7,6,95,38
2013-11-27,8,4,5,17
2013-11-27,8,4,23,15
2013-11-27,8,4,59,1
2013-11-27,8,4,100,2
2013-11-27,9,17,5,27
2013-11-27,9,17,10,2
2013-11-27,9,17,45,63
2013-11-27,10,12,5,27
2013-11-27,10,12,21,1
2013-11-27,10,12,37,17
2013-11-27,13,6,5,54
2013-11-27,13,6,36,76
2013-11-27,15,13,5,35
2013-11-27,15,13,15,1
2013-11-27,15,13,45,70
2013-11-27,17,20,9,178
2013-11-27,17,20,37,48
2013-11-27,18,17,5,12
2013-11-27,18,17,37,8
2013-11-27,18,17,72,1
2013-11-27,20,7,5,12
2013-11-27,20,7,18,1
2013-11-27,20,7,41,44
2013-11-27,21,3,5,26
2013-11-27,21,3,44,84
2013-11-27,21,3,109,13
2013-11-27,23,17,5,28
2013-11-27,23,17,29,4
2013-11-27,23,17,45,33
2013-11-27,24,9,6,16
2013-11-27,24,9,43,60
2013-11-27,25,13,9,42
2013-11-27,25,13,12,2
2013-11-27,25,13,45,70
2013-11-27,25,13,50,1
2013-11-27,26,17,5,16
2013-11-27,26,17,45,44
2013-11-27,28,7,5,14
2013-11-27,28,7,35,2
2013-11-27,28,7,45,50
2013-11-27,29,3,8,31
2013-11-27,29,3,41,30
2013-11-27,29,3,45,68
2013-11-27,30,19,16,24
2013-11-27,30,19,44,108
2013-11-27,31,17,9,48
2013-11-27,31,17,45,94
2013-11-27,32,13,9,19
2013-11-27,32,13,45,33
2013-11-27,33,3,9,84
2013-11-27,33,3,44,212
2013-11-27,34,17,9,44
2013-11-27,34,17,45,72
2013-11-27,34,17,52,1
2013-11-27,35,5,16,9
2013-11-27,35,5,50,1
2013-11-27,35,5,66,10
2013-11-27,36,18,9,15
2013-11-27,36,18,44,69
2013-11-27,37,13,5,20
2013-11-27,37,13,15,1
2013-11-27,37,13,38,2
2013-11-27,37,13,45,45
2013-11-27,38,14,9,61
2013-11-27,38,14,45,71
2013-11-27,38,14,98,3
2013-11-27,39,8,36,14
2013-11-27,39,8,103,1
2013-11-27,40,13,5,29
2013-11-27,40,13,15,2
2013-11-27,40,13,45,63
2013-11-27,41,12,16,23
2013-11-27,41,12,68,21
2013-11-27,41,12,108,4
2013-11-27,42,14,5,5
2013-11-27,42,14,45,80
2013-11-27,44,12,5,8
2013-11-27,44,12,68,73
2013-11-28,2,14,5,2
2013-11-28,2,14,11,2
2013-11-28,2,14,44,56
2013-11-28,3,7,5,27
2013-11-28,3,7,45,22
2013-11-28,3,7,109,4
2013-11-28,4,9,9,15
2013-11-28,4,9,27,2
2013-11-28,5,12,16,8
2013-11-28,5,12,20,2
2013-11-28,5,12,37,5
2013-11-28,6,14,9,50
2013-11-28,6,14,45,23
2013-11-28,6,14,107,1
2013-11-28,7,6,5,12
2013-11-28,7,6,23,23
2013-11-28,7,6,95,23
2013-11-28,8,4,5,13
2013-11-28,8,4,23,1
2013-11-28,9,17,5,3
2013-11-28,9,17,45,10
2013-11-28,10,12,5,1
2013-11-28,10,12,37,7
2013-11-28,13,6,5,3
2013-11-28,13,6,36,41
2013-11-28,15,13,45,17
2013-11-28,15,13,49,1
2013-11-28,17,20,9,31
2013-11-28,17,20,37,17
2013-11-28,18,17,5,3
2013-11-28,18,17,37,3
2013-11-28,20,7,5,34
2013-11-28,20,7,18,1
2013-11-28,20,7,41,7
2013-11-28,21,3,5,14
2013-11-28,21,3,44,43
2013-11-28,21,3,91,2
2013-11-28,21,3,109,8
2013-11-28,23,17,5,6
2013-11-28,23,17,45,7
2013-11-28,24,9,6,3
2013-11-28,24,9,43,21
2013-11-28,24,9,60,1
2013-11-28,25,13,9,45
2013-11-28,25,13,45,28
2013-11-28,26,17,5,2
2013-11-28,26,17,45,15
2013-11-28,28,7,35,1
2013-11-28,28,7,45,15
2013-11-28,29,3,8,10
2013-11-28,29,3,41,13
2013-11-28,29,3,45,24
2013-11-28,30,19,16,9
2013-11-28,30,19,44,56
2013-11-28,31,17,9,22
2013-11-28,31,17,45,24
2013-11-28,32,13,9,20
2013-11-28,32,13,45,11
2013-11-28,33,3,9,71
2013-11-28,33,3,44,35
2013-11-28,34,17,9,10
2013-11-28,34,17,45,25
2013-11-28,34,17,52,1
2013-11-28,36,18,9,6
2013-11-28,36,18,30,1
2013-11-28,36,18,44,34
2013-11-28,37,13,5,16
2013-11-28,37,13,38,2
2013-11-28,37,13,45,4
2013-11-28,38,14,9,19
2013-11-28,38,14,45,16
2013-11-28,39,8,36,1
2013-11-28,39,8,103,7
2013-11-28,40,13,45,8
2013-11-28,41,12,16,5
2013-11-28,41,12,68,9
2013-11-28,41,12,108,1
2013-11-28,42,14,5,20
2013-11-28,42,14,45,25
2013-11-28,44,12,5,3
2013-11-28,44,12,68,14
2013-11-29,2,14,5,36
2013-11-29,2,14,44,92
2013-11-29,3,7,5,67
2013-11-29,3,7,45,25
2013-11-29,3,7,109,2
2013-11-29,4,9,9,45
2013-11-29,4,9,27,14
2013-11-29,4,9,101,1
2013-11-29,5,12,16,22
2013-11-29,5,12,20,2
2013-11-29,5,12,32,1
2013-11-29,5,12,37,19
2013-11-29,6,14,9,6
2013-11-29,6,14,45,35
2013-11-29,6,14,107,1
2013-11-29,7,6,5,26
2013-11-29,7,6,23,18
2013-11-29,7,6,95,26
2013-11-29,8,4,5,18
2013-11-29,8,4,23,18
2013-11-29,9,17,5,12
2013-11-29,9,17,45,59
2013-11-29,10,12,5,52
2013-11-29,10,12,21,1
2013-11-29,10,12,37,9
2013-11-29,13,6,5,30
2013-11-29,13,6,36,30
2013-11-29,15,13,5,16
2013-11-29,15,13,15,4
2013-11-29,15,13,17,1
2013-11-29,15,13,45,50
2013-11-29,17,20,9,47
2013-11-29,17,20,37,28
2013-11-29,18,17,5,2
2013-11-29,18,17,37,6
2013-11-29,18,17,72,1
2013-11-29,20,7,5,69
2013-11-29,20,7,41,15
2013-11-29,21,3,5,21
2013-11-29,21,3,44,45
2013-11-29,21,3,109,18
2013-11-29,23,17,5,15
2013-11-29,23,17,29,2
2013-11-29,23,17,45,17
2013-11-29,24,9,6,53
2013-11-29,24,9,43,36
2013-11-29,25,13,9,28
2013-11-29,25,13,45,57
2013-11-29,25,13,50,2
2013-11-29,26,17,5,5
2013-11-29,26,17,45,20
2013-11-29,28,7,5,27
2013-11-29,28,7,35,1
2013-11-29,28,7,45,27
2013-11-29,29,3,8,12
2013-11-29,29,3,41,17
